date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
2023-04-28,21:30,Pro League,Matchweek 24,Fri,Home,L,0.0,3.0,Al-Khaleej,65.0,,Sami Al-Khaibari,3-4-3,Shukri Hussein Al Hunfush,Match Report,,14,1,,0,0,2023,Al Fayha
2023-05-02,21:30,Pro League,Matchweek 25,Tue,Away,L,1.0,2.0,Al-Ta'ee,54.0,,Sami Al-Khaibari,5-4-1,Abdulrahman Mohammed Al Sultan,Match Report,,14,4,,0,0,2023,Al Fayha
2023-05-09,19:00,Pro League,Matchweek 26,Tue,Home,W,3.0,0.0,Al-Fateh,37.0,,Sami Al-Khaibari,3-4-3,Sami Ahmed Al Jurays,Match Report,,10,5,,0,0,2023,Al Fayha
2023-05-15,19:00,Pro League,Matchweek 27,Mon,Away,D,0.0,0.0,Al-Batin,48.0,,Sami Al-Khaibari,5-4-1,Sultan Sanat Al Harbi,Match Report,,15,1,,0,0,2023,Al Fayha
2023-05-22,19:00,Pro League,Matchweek 28,Mon,Home,D,1.0,1.0,Al-Raed,62.0,,Sami Al-Khaibari,5-4-1,Sultan Mohammed Al Akairi,Match Report,,16,4,,0,0,2023,Al Fayha
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Home,L,0.0,3.0,Al-Ittihad,52.0,,Sami Al-Khaibari,4-1-4-1,Fabio Verssimo,Match Report,,10,0,,0,0,2023,Al Fayha
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Away,W,1.0,0.0,Al-Wehda,54.0,,Sami Al-Khaibari,5-4-1,Abdullah Saleh Al Harbi,Match Report,,26,8,,0,0,2023,Al Fayha
2022-08-27,21:00,Pro League,Matchweek 1,Sat,Home,W,2.0,1.0,Al-Raed,50.0,932.0,Abdullah Al-Zori,4-4-1-1,Sultan Sanat Al Harbi,Match Report,,6,2,,0,0,2023,Abha
2022-09-01,21:00,Pro League,Matchweek 2,Thu,Home,L,0.0,4.0,Al-Shabab,47.0,6909.0,Abdullah Al-Zori,4-2-3-1,Mohammed Saif Al Harbi,Match Report,,0,0,,0,0,2023,Abha
2022-09-08,21:00,Pro League,Matchweek 3,Thu,Away,L,0.0,1.0,Al-Wehda,64.0,3118.0,Saleh Al-Amri,4-2-3-1,Faisal Suleiman Al Balawi,Match Report,,0,0,,0,0,2023,Abha
2022-09-16,18:50,Pro League,Matchweek 4,Fri,Home,D,1.0,1.0,Al-Fayha,54.0,917.0,Riyadh Sharahili,4-2-3-1,Mohammed Sami Al Ismail,Match Report,,0,0,,0,0,2023,Abha
2022-10-02,21:00,Pro League,Matchweek 5,Sun,Away,L,0.0,3.0,Al-Fateh,49.0,3705.0,Riyadh Sharahili,3-4-3,Sami Ahmed Al Jurays,Match Report,,0,0,,0,0,2023,Abha
2022-10-07,18:30,Pro League,Matchweek 6,Fri,Home,L,0.0,3.0,Al-Nassr,36.0,13250.0,Abdullah Al-Zori,5-4-1,Fábio Veríssimo,Match Report,,5,0,,0,0,2023,Abha
2022-10-11,18:15,Pro League,Matchweek 7,Tue,Away,W,3.0,1.0,Al-Taawoun,47.0,5076.0,Abdullah Al-Zori,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,12,4,,0,0,2023,Abha
2022-10-16,17:45,Pro League,Matchweek 8,Sun,Away,W,3.0,1.0,Al-Batin,69.0,,Abdullah Al-Zori,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,17,6,,0,0,2023,Abha
2022-12-16,15:30,Pro League,Matchweek 9,Fri,Home,W,2.0,1.0,Al-Ta'ee,54.0,,Abdullah Al-Zori,4-1-4-1,Khalid Saleh Al Turais,Match Report,,11,6,,0,0,2023,Abha
2022-12-25,18:00,Pro League,Matchweek 10,Sun,Away,W,2.0,0.0,Al-Adalah,54.0,,Abdullah Al-Zori,4-2-3-1,Abdulsamad Ali Bakri,Match Report,,12,6,,0,0,2023,Abha
2022-12-31,15:30,Pro League,Matchweek 11,Sat,Home,L,1.0,2.0,Al-Ittihad,57.0,,Abdullah Al-Zori,4-2-3-1,Anastasios Sidiropoulos,Match Report,,11,6,,0,1,2023,Abha
2023-01-07,18:00,Pro League,Matchweek 12,Sat,Away,L,1.0,2.0,Al-Ettifaq,53.0,,Abdullah Al-Zori,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,14,4,,0,0,2023,Abha
2023-01-13,15:30,Pro League,Matchweek 13,Fri,Home,W,2.0,1.0,Damac,49.0,,Abdullah Al-Zori,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,15,8,,0,0,2023,Abha
2023-01-22,18:00,Pro League,Matchweek 14,Sun,Away,L,1.0,2.0,Al-Hilal,43.0,,Saad Bguir,4-2-3-1,Georgi Kabakov,Match Report,,8,3,,0,0,2023,Abha
2023-02-02,16:00,Pro League,Matchweek 15,Thu,Home,W,2.0,0.0,Al-Khaleej,65.0,,Abdullah Al-Zori,4-2-3-1,Ahmed Mohammed Al Rumaikhani,Match Report,,8,4,,0,0,2023,Abha
2023-02-10,16:00,Pro League,Matchweek 16,Fri,Away,L,1.0,3.0,Al-Raed,67.0,,Abdullah Al-Zori,4-2-3-1,Sultan Mohammed Al Akairi,Match Report,,10,4,,0,0,2023,Abha
2023-02-14,18:00,Pro League,Matchweek 17,Tue,Away,L,0.0,2.0,Al-Shabab,55.0,,Abdullah Al-Zori,4-2-3-1,Raed Ali Al Zahrani,Match Report,,16,6,,0,0,2023,Abha
2023-02-24,16:00,Pro League,Matchweek 18,Fri,Home,L,1.0,2.0,Al-Wehda,64.0,,Abdullah Al-Zori,4-2-3-1,Abdulsamad Ali Bakri,Match Report,,13,4,,0,0,2023,Abha
2023-03-02,16:00,Pro League,Matchweek 19,Thu,Away,L,0.0,2.0,Al-Fayha,63.0,,Saad Bguir,4-2-3-1,Mohammed Salem Al Dagash,Match Report,,8,5,,0,0,2023,Abha
2023-03-10,16:00,Pro League,Matchweek 20,Fri,Home,D,2.0,2.0,Al-Fateh,47.0,,Abdullah Al-Zori,4-2-3-1,Mohammed Abdulrahman Al Baridi,Match Report,,7,3,,0,0,2023,Abha
2023-03-18,20:30,Pro League,Matchweek 21,Sat,Away,L,1.0,2.0,Al-Nassr,30.0,,Abdullah Al-Zori,4-2-2-2,Fernando Rapallini,Match Report,,9,4,,0,0,2023,Abha
2023-04-05,22:00,Pro League,Matchweek 22,Wed,Home,D,1.0,1.0,Al-Taawoun,48.0,,Abdullah Al-Zori,4-2-2-2,Raed Ali Al Zahrani,Match Report,,16,5,,0,0,2023,Abha
2023-04-09,22:00,Pro League,Matchweek 23,Sun,Home,W,3.0,2.0,Al-Batin,47.0,,Abdullah Al-Zori,4-2-3-1,Mohammed Saif Al Harbi,Match Report,,8,6,,0,0,2023,Abha
2023-04-27,19:00,Pro League,Matchweek 24,Thu,Away,L,0.0,1.0,Al-Ta'ee,56.0,,Saleh Al-Amri,4-2-2-2,Mohammed Salem Al Dagash,Match Report,,13,4,,0,0,2023,Abha
2023-05-02,19:00,Pro League,Matchweek 25,Tue,Home,W,1.0,0.0,Al-Adalah,55.0,,Amine Atouchi,4-2-3-1,Abdullah Khaled Al Kharboush,Match Report,,13,3,,0,1,2023,Abha
2023-05-08,21:30,Pro League,Matchweek 26,Mon,Away,L,0.0,4.0,Al-Ittihad,50.0,,Abdullah Al-Zori,4-2-3-1,Nikola Dabanović,Match Report,,7,2,,0,0,2023,Abha
2023-05-18,19:00,Pro League,Matchweek 27,Thu,Home,W,2.0,1.0,Al-Ettifaq,56.0,,Saad Bguir,4-2-3-1,Ahmed Mohammed Al Rumaikhani,Match Report,,11,6,,1,1,2023,Abha
2023-05-22,19:00,Pro League,Matchweek 28,Mon,Away,L,0.0,1.0,Damac,56.0,,Saad Bguir,4-2-3-1,Abdulsamad Ali Bakri,Match Report,,9,4,,0,0,2023,Abha
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Home,L,0.0,3.0,Al-Hilal,50.0,,Saad Bguir,4-2-3-1,Mohammed Sami Al Ismail,Match Report,,11,3,,0,0,2023,Abha
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Away,L,1.0,3.0,Al-Khaleej,53.0,,Saleh Al-Amri,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,6,3,,0,0,2023,Abha
2022-08-27,21:00,Pro League,Matchweek 1,Sat,Away,L,0.0,1.0,Al-Nassr,40.0,19312.0,Alberto Botía,4-1-4-1,Mohammed Khaled Al Hoish,Match Report,,2,0,,0,0,2023,Al Wehda
2022-09-01,19:00,Pro League,Matchweek 2,Thu,Away,L,0.0,1.0,Al-Raed,61.0,3081.0,Waleed Bakshween,4-1-4-1,Majed Mohammed Al Shamrani,Match Report,,0,0,,0,0,2023,Al Wehda
2022-09-08,21:00,Pro League,Matchweek 3,Thu,Home,W,1.0,0.0,Abha,36.0,3118.0,Waleed Bakshween,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,0,0,,0,0,2023,Al Wehda
2022-09-16,21:00,Pro League,Matchweek 4,Fri,Away,L,0.0,3.0,Al-Hilal,33.0,13585.0,Waleed Bakshween,4-2-3-1,Artur Dias,Match Report,,0,0,,0,0,2023,Al Wehda
2022-10-01,21:00,Pro League,Matchweek 5,Sat,Home,D,1.0,1.0,Al-Ettifaq,50.0,2237.0,Waleed Bakshween,4-2-3-1,Ahmed Mohammed Al Rumaikhani,Match Report,,0,0,,0,0,2023,Al Wehda
2022-10-06,18:30,Pro League,Matchweek 6,Thu,Away,L,0.0,2.0,Al-Taawoun,47.0,4843.0,Waleed Bakshween,4-2-2-2,Mamdouh Mufreh Al Shahdan,Match Report,,5,1,,0,0,2023,Al Wehda
2022-10-10,20:30,Pro League,Matchweek 7,Mon,Home,W,2.0,0.0,Al-Batin,69.0,761.0,Waleed Bakshween,4-1-4-1,Abdulsamad Ali Bakri,Match Report,,14,6,,0,0,2023,Al Wehda
2022-10-16,20:30,Pro League,Matchweek 8,Sun,Away,L,0.0,1.0,Al-Ittihad,48.0,,Waleed Bakshween,4-1-4-1,Radu Petrescu,Match Report,,10,1,,0,0,2023,Al Wehda
2022-12-25,15:30,Pro League,Matchweek 10,Sun,Away,D,0.0,0.0,Damac,60.0,,Waleed Bakshween,4-2-3-1,Mohammed Salem Al Dagash,Match Report,,12,3,,0,0,2023,Al Wehda
2022-12-30,18:00,Pro League,Matchweek 11,Fri,Home,D,0.0,0.0,Al-Adalah,77.0,,Abdullah Al-Hafith,4-2-3-1,Mohammed Nasser Abu Shaqara,Match Report,,12,3,,0,0,2023,Al Wehda
2023-01-05,20:30,Pro League,Matchweek 12,Thu,Home,W,2.0,1.0,Al-Shabab,44.0,,Waleed Bakshween,4-2-3-1,Ahmed Mohammed Al Rumaikhani,Match Report,,15,4,,1,1,2023,Al Wehda
2023-01-13,18:00,Pro League,Matchweek 13,Fri,Away,L,2.0,3.0,Al-Khaleej,69.0,,Waleed Bakshween,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,8,3,,0,0,2023,Al Wehda
2023-01-21,18:00,Pro League,Matchweek 14,Sat,Home,W,1.0,0.0,Al-Ta'ee,56.0,,Waleed Bakshween,4-2-3-1,Raed Ali Al Zahrani,Match Report,,19,6,,0,0,2023,Al Wehda
2023-01-27,20:30,Pro League,Matchweek 9,Fri,Home,L,0.0,2.0,Al-Fateh,47.0,,Waleed Bakshween,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,12,3,,0,0,2023,Al Wehda
2023-02-04,18:00,Pro League,Matchweek 15,Sat,Away,L,0.0,2.0,Al-Fayha,46.0,,Anselmo de Moraes,4-2-2-2,Mohammed Sami Al Ismail,Match Report,,5,1,,0,0,2023,Al Wehda
2023-02-09,20:30,Pro League,Matchweek 16,Thu,Home,L,0.0,4.0,Al-Nassr,48.0,,Waleed Bakshween,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,12,2,,0,0,2023,Al Wehda
2023-02-17,20:30,Pro League,Matchweek 17,Fri,Home,D,2.0,2.0,Al-Raed,56.0,,Waleed Bakshween,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,15,5,,0,0,2023,Al Wehda
2023-02-24,16:00,Pro League,Matchweek 18,Fri,Away,W,2.0,1.0,Abha,36.0,,Waleed Bakshween,3-4-1-2,Abdulsamad Ali Bakri,Match Report,,14,8,,0,0,2023,Al Wehda
2023-03-02,20:30,Pro League,Matchweek 19,Thu,Home,D,3.0,3.0,Al-Hilal,36.0,,Waleed Bakshween,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,13,8,,0,0,2023,Al Wehda
2023-03-09,16:00,Pro League,Matchweek 20,Thu,Away,D,1.0,1.0,Al-Ettifaq,49.0,,Waleed Bakshween,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,6,3,,0,0,2023,Al Wehda
2023-03-17,20:30,Pro League,Matchweek 21,Fri,Home,D,1.0,1.0,Al-Taawoun,52.0,,Waleed Bakshween,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,4,1,,0,0,2023,Al Wehda
2023-04-05,22:00,Pro League,Matchweek 22,Wed,Away,L,0.0,2.0,Al-Batin,62.0,,Waleed Bakshween,4-1-4-1,Mohammed Nasser Abu Shaqara,Match Report,,15,5,,0,0,2023,Al Wehda
2023-04-09,23:00,Pro League,Matchweek 23,Sun,Home,L,1.0,2.0,Al-Ittihad,54.0,,Waleed Bakshween,4-2-3-1,Artur Dias,Match Report,,9,2,,0,0,2023,Al Wehda
2023-04-28,19:00,Pro League,Matchweek 24,Fri,Away,D,1.0,1.0,Al-Fateh,54.0,,Waleed Bakshween,4-1-4-1,Khalid Saleh Al Turais,Match Report,,12,2,,1,1,2023,Al Wehda
2023-05-03,21:30,Pro League,Matchweek 25,Wed,Home,L,0.0,2.0,Damac,56.0,,Waleed Bakshween,4-1-4-1,Samir Zolota,Match Report,,12,4,,0,0,2023,Al Wehda
2023-05-08,19:00,Pro League,Matchweek 26,Mon,Away,W,2.0,1.0,Al-Adalah,44.0,,Waleed Bakshween,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,9,5,,0,0,2023,Al Wehda
2023-05-18,19:00,Pro League,Matchweek 27,Thu,Away,W,1.0,0.0,Al-Shabab,35.0,,Waleed Bakshween,4-1-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,8,3,,0,0,2023,Al Wehda
2023-05-22,21:30,Pro League,Matchweek 28,Mon,Home,L,1.0,4.0,Al-Khaleej,49.0,,Fayçal Fajr,4-2-3-1,Faisal Suleiman Al Balawi,Match Report,,9,2,,0,0,2023,Al Wehda
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Away,W,2.0,1.0,Al-Ta'ee,48.0,,Waleed Bakshween,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,12,4,,0,0,2023,Al Wehda
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Home,L,0.0,1.0,Al-Fayha,46.0,,Waleed Bakshween,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,2,1,,0,0,2023,Al Wehda
2022-08-25,21:00,Pro League,Matchweek 1,Thu,Home,L,0.0,2.0,Al-Hilal,35.0,13218.0,Abdullah Al-Harbi,5-4-1,Majed Mohammed Al Shamrani,Match Report,,0,0,,0,0,2023,Al Khaleej
2022-09-02,21:00,Pro League,Matchweek 2,Fri,Away,L,1.0,2.0,Damac,44.0,746.0,Hussain Al Nuweqi,3-4-3,Abdullah Saleh Al Harbi,Match Report,,0,0,,0,0,2023,Al Khaleej
2022-09-08,18:30,Pro League,Matchweek 3,Thu,Home,D,0.0,0.0,Al-Adalah,57.0,1968.0,Hussain Al Nuweqi,3-4-3,Mohammed Abdulrahman Al Baridi,Match Report,,0,0,,0,0,2023,Al Khaleej
2022-09-15,21:00,Pro League,Matchweek 4,Thu,Away,L,0.0,2.0,Al-Ittihad,59.0,25049.0,Hussain Al Nuweqi,5-3-2,Fernando Rapallini,Match Report,,0,0,,0,0,2023,Al Khaleej
2022-10-01,21:00,Pro League,Matchweek 5,Sat,Home,W,1.0,0.0,Al-Batin,72.0,2367.0,Djamel Benlamri,4-1-4-1,Abdullah Khaled Al Kharboush,Match Report,,0,0,,0,0,2023,Al Khaleej
2022-10-06,18:30,Pro League,Matchweek 6,Thu,Away,L,0.0,3.0,Al-Ta'ee,58.0,7455.0,Hussain Al Nuweqi,4-2-3-1,Mohammed Saif Al Harbi,Match Report,,13,5,,0,0,2023,Al Khaleej
2022-10-11,20:30,Pro League,Matchweek 7,Tue,Home,L,1.0,2.0,Al-Fateh,45.0,,Hussain Al Nuweqi,4-2-3-1,Ahmed Mohammed Al Rumaikhani,Match Report,,8,3,,1,1,2023,Al Khaleej
2022-10-15,20:45,Pro League,Matchweek 8,Sat,Away,L,0.0,4.0,Al-Shabab,43.0,,Djamel Benlamri,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,10,3,,0,0,2023,Al Khaleej
2022-12-15,15:30,Pro League,Matchweek 9,Thu,Home,L,1.0,2.0,Al-Fayha,62.0,,Hussain Al Nuweqi,4-1-4-1,Majed Mohammed Al Shamrani,Match Report,,6,1,,0,1,2023,Al Khaleej
2022-12-25,20:30,Pro League,Matchweek 10,Sun,Away,L,0.0,1.0,Al-Ettifaq,45.0,,Djamel Benlamri,4-1-4-1,Khalid Saleh Al Turais,Match Report,,16,3,,0,0,2023,Al Khaleej
2022-12-31,20:30,Pro League,Matchweek 11,Sat,Home,L,0.0,1.0,Al-Nassr,33.0,,Hussain Al Nuweqi,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,9,1,,0,0,2023,Al Khaleej
2023-01-06,18:00,Pro League,Matchweek 12,Fri,Away,W,1.0,0.0,Al-Taawoun,34.0,,Hussain Al Nuweqi,4-1-4-1,Abdullah Khaled Al Kharboush,Match Report,,5,4,,0,0,2023,Al Khaleej
2023-01-13,18:00,Pro League,Matchweek 13,Fri,Home,W,3.0,2.0,Al-Wehda,32.0,,Hussain Al Nuweqi,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,7,4,,0,0,2023,Al Khaleej
2023-01-20,15:30,Pro League,Matchweek 14,Fri,Home,W,3.0,0.0,Al-Raed,40.0,,Hussain Al Nuweqi,4-1-4-1,Mohammed Saif Al Harbi,Match Report,,13,6,,0,0,2023,Al Khaleej
2023-02-02,16:00,Pro League,Matchweek 15,Thu,Away,L,0.0,2.0,Abha,35.0,,Hussain Al Nuweqi,4-1-4-1,Ahmed Mohammed Al Rumaikhani,Match Report,,9,1,,0,0,2023,Al Khaleej
2023-02-18,18:00,Pro League,Matchweek 17,Sat,Home,W,2.0,0.0,Damac,40.0,,Hussain Al Nuweqi,4-1-4-1,Abdullah Saleh Al Harbi,Match Report,,10,3,,1,1,2023,Al Khaleej
2023-02-24,18:00,Pro League,Matchweek 18,Fri,Away,L,0.0,2.0,Al-Adalah,56.0,,Hussain Al Nuweqi,4-1-4-1,Radu Petrescu,Match Report,,15,3,,0,0,2023,Al Khaleej
2023-03-03,16:00,Pro League,Matchweek 19,Fri,Home,L,0.0,3.0,Al-Ittihad,46.0,,Hussain Al Nuweqi,4-1-4-1,Bastian Dankert,Match Report,,8,1,,0,0,2023,Al Khaleej
2023-03-09,16:00,Pro League,Matchweek 20,Thu,Away,L,0.0,1.0,Al-Batin,64.0,,Douglas Friedrich,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,20,6,,0,0,2023,Al Khaleej
2023-03-16,16:00,Pro League,Matchweek 21,Thu,Home,D,2.0,2.0,Al-Ta'ee,35.0,,Douglas Friedrich,4-1-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,6,2,,0,0,2023,Al Khaleej
2023-04-01,22:00,Pro League,Matchweek 16,Sat,Away,L,0.0,2.0,Al-Hilal,33.0,,Lucas Souza,4-2-3-1,João Pinheiro,Match Report,,9,2,,0,0,2023,Al Khaleej
2023-04-06,22:00,Pro League,Matchweek 22,Thu,Away,L,0.0,2.0,Al-Fateh,39.0,,Lucas Souza,4-2-3-1,Abdulsamad Ali Bakri,Match Report,,13,5,,0,0,2023,Al Khaleej
2023-04-11,22:00,Pro League,Matchweek 23,Tue,Home,L,2.0,3.0,Al-Shabab,43.0,,Lucas Souza,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,14,7,,0,0,2023,Al Khaleej
2023-04-28,21:30,Pro League,Matchweek 24,Fri,Away,W,3.0,0.0,Al-Fayha,35.0,,Lucas Souza,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,11,4,,1,1,2023,Al Khaleej
2023-05-02,21:30,Pro League,Matchweek 25,Tue,Home,W,2.0,1.0,Al-Ettifaq,44.0,,Lucas Souza,4-2-3-1,Abdullah Zafer Al Shehri,Match Report,,13,3,,1,1,2023,Al Khaleej
2023-05-08,19:00,Pro League,Matchweek 26,Mon,Away,D,1.0,1.0,Al-Nassr,35.0,,Lucas Souza,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,7,3,,0,0,2023,Al Khaleej
2023-05-15,19:00,Pro League,Matchweek 27,Mon,Home,L,0.0,2.0,Al-Taawoun,38.0,,Fábio Martins,4-2-3-1,Abdullah Zafer Al Shehri,Match Report,,13,4,,0,0,2023,Al Khaleej
2023-05-22,21:30,Pro League,Matchweek 28,Mon,Away,W,4.0,1.0,Al-Wehda,51.0,,Lucas Souza,4-2-3-1,Faisal Suleiman Al Balawi,Match Report,,11,7,,1,1,2023,Al Khaleej
2023-05-27,21:00,Pro League,Matchweek 29,Sat,Away,D,0.0,0.0,Al-Raed,51.0,,Lucas Souza,4-2-3-1,Abdullah Khaled Al Kharboush,Match Report,,8,3,,0,0,2023,Al Khaleej
2023-05-31,21:00,Pro League,Matchweek 30,Wed,Home,W,3.0,1.0,Abha,47.0,,Lucas Souza,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,20,9,,0,0,2023,Al Khaleej
2022-08-26,18:45,Pro League,Matchweek 1,Fri,Home,L,0.0,3.0,Al-Ittihad,57.0,16250.0,Abdullah Al-Yousaf,4-3-3,Slavko Vinčič,Match Report,,6,0,,0,0,2023,Al Adalah
2022-09-02,19:00,Pro League,Matchweek 2,Fri,Away,L,0.0,1.0,Al-Ta'ee,58.0,6724.0,Abdullah Al-Yousaf,4-2-2-2,Abdullah Khaled Al Kharboush,Match Report,,0,0,,0,0,2023,Al Adalah
2022-09-08,18:30,Pro League,Matchweek 3,Thu,Away,D,0.0,0.0,Al-Khaleej,43.0,1968.0,Edson,4-2-3-1,Mohammed Abdulrahman Al Baridi,Match Report,,0,0,,0,0,2023,Al Adalah
2022-09-14,21:00,Pro League,Matchweek 4,Wed,Home,L,0.0,1.0,Al-Shabab,37.0,7392.0,Murtadah Al Burayh,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,0,0,,0,0,2023,Al Adalah
2022-10-01,18:30,Pro League,Matchweek 5,Sat,Away,L,1.0,2.0,Al-Raed,43.0,4309.0,Edson,4-1-4-1,Sultan Sanat Al Harbi,Match Report,,0,0,,0,0,2023,Al Adalah
2022-10-07,21:00,Pro League,Matchweek 6,Fri,Home,W,2.0,1.0,Al-Fayha,33.0,7632.0,Edson,4-1-4-1,Mohammed Abdulrahman Al Baridi,Match Report,,9,5,,0,0,2023,Al Adalah
2022-10-11,20:30,Pro League,Matchweek 7,Tue,Away,L,1.0,4.0,Al-Nassr,32.0,,Edson,4-1-4-1,Khalid Saleh Al Turais,Match Report,,5,1,,1,1,2023,Al Adalah
2022-10-16,20:30,Pro League,Matchweek 8,Sun,Home,L,0.0,2.0,Damac,47.0,,Murtadah Al Burayh,5-4-1,Sultan Sanat Al Harbi,Match Report,,6,3,,0,0,2023,Al Adalah
2022-12-15,18:00,Pro League,Matchweek 9,Thu,Away,L,1.0,4.0,Al-Taawoun,41.0,,Ahmed Al-Sultan,3-4-3,Mohammed Khaled Al Hoish,Match Report,,8,1,,0,0,2023,Al Adalah
2022-12-25,18:00,Pro League,Matchweek 10,Sun,Home,L,0.0,2.0,Abha,46.0,,Murtadah Al Burayh,3-4-3,Abdulsamad Ali Bakri,Match Report,,16,5,,0,0,2023,Al Adalah
2022-12-30,18:00,Pro League,Matchweek 11,Fri,Away,D,0.0,0.0,Al-Wehda,24.0,,Edson,3-4-3,Mohammed Nasser Abu Shaqara,Match Report,,12,7,,0,0,2023,Al Adalah
2023-01-06,18:00,Pro League,Matchweek 12,Fri,Home,W,2.0,1.0,Al-Fateh,35.0,,Edson,3-4-3,Majed Mohammed Al Shamrani,Match Report,,9,3,,0,0,2023,Al Adalah
2023-01-15,18:00,Pro League,Matchweek 13,Sun,Away,L,0.0,2.0,Al-Hilal,24.0,,Milan Mijatović,3-4-3,Luís Godinho,Match Report,,1,0,,0,0,2023,Al Adalah
2023-01-19,15:30,Pro League,Matchweek 14,Thu,Home,D,1.0,1.0,Al-Batin,44.0,,Murtadah Al Burayh,3-4-3,Abdullah Khaled Al Kharboush,Match Report,,9,4,,0,0,2023,Al Adalah
2023-02-03,20:30,Pro League,Matchweek 15,Fri,Away,L,2.0,3.0,Al-Ettifaq,44.0,,Edson,3-4-3,Mamdouh Mufreh Al Shahdan,Match Report,,10,4,,0,0,2023,Al Adalah
2023-02-10,20:30,Pro League,Matchweek 16,Fri,Away,L,0.0,5.0,Al-Ittihad,30.0,,Edson,3-4-3,Tamás Bognár,Match Report,,3,1,,0,0,2023,Al Adalah
2023-02-16,18:00,Pro League,Matchweek 17,Thu,Home,D,2.0,2.0,Al-Ta'ee,37.0,,Milan Mijatović,4-1-4-1,Mohammed Abdulrahman Al Baridi,Match Report,,9,4,,0,0,2023,Al Adalah
2023-02-24,18:00,Pro League,Matchweek 18,Fri,Home,W,2.0,0.0,Al-Khaleej,44.0,,Milan Mijatović,4-1-4-1,Radu Petrescu,Match Report,,9,6,,0,0,2023,Al Adalah
2023-03-04,20:30,Pro League,Matchweek 19,Sat,Away,W,2.0,1.0,Al-Shabab,43.0,,Ahmed Al-Sultan,4-1-4-1,Abdullah Saleh Al Harbi,Match Report,,11,5,,0,0,2023,Al Adalah
2023-03-11,18:00,Pro League,Matchweek 20,Sat,Home,L,0.0,3.0,Al-Raed,64.0,,Ahmed Al-Sultan,4-1-4-1,Matej Jug,Match Report,,14,3,,0,0,2023,Al Adalah
2023-03-17,16:00,Pro League,Matchweek 21,Fri,Away,D,1.0,1.0,Al-Fayha,42.0,,Milan Mijatović,4-1-4-1,Abdullah Zafer Al Shehri,Match Report,,3,1,,0,0,2023,Al Adalah
2023-04-04,22:00,Pro League,Matchweek 22,Tue,Home,L,0.0,5.0,Al-Nassr,47.0,,Edson,4-1-4-1,Abdullah Saleh Al Harbi,Match Report,,9,3,,0,0,2023,Al Adalah
2023-04-10,22:00,Pro League,Matchweek 23,Mon,Away,D,2.0,2.0,Damac,52.0,,Edson,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,11,3,,1,1,2023,Al Adalah
2023-04-27,19:00,Pro League,Matchweek 24,Thu,Home,W,2.0,1.0,Al-Taawoun,48.0,,Milan Mijatović,4-1-4-1,Sultan Sanat Al Harbi,Match Report,,8,3,,0,0,2023,Al Adalah
2023-05-02,19:00,Pro League,Matchweek 25,Tue,Away,L,0.0,1.0,Abha,45.0,,Milan Mijatović,4-1-4-1,Abdullah Khaled Al Kharboush,Match Report,,9,2,,0,0,2023,Al Adalah
2023-05-08,19:00,Pro League,Matchweek 26,Mon,Home,L,1.0,2.0,Al-Wehda,56.0,,Milan Mijatović,4-2-2-2,Sultan Sanat Al Harbi,Match Report,,10,5,,0,0,2023,Al Adalah
2023-05-15,21:30,Pro League,Matchweek 27,Mon,Away,W,4.0,2.0,Al-Fateh,32.0,,Milan Mijatović,3-5-2,Khalid Saleh Al Turais,Match Report,,14,7,,0,0,2023,Al Adalah
