date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
2023-08-14,18:00,Pro League,Matchweek 1,Mon,Away,W,3.0,1.0,Abha,72.0,7079.0,Abdullah Al-Mayouf,4-2-3-1,Radu Petrescu,Match Report,,26,8,,0,0,2024,Al Hilal
2023-08-19,21:00,Pro League,Matchweek 2,Sat,Home,D,1.0,1.0,Al-Fayha,76.0,59600.0,Abdullah Al-Mayouf,4-2-3-1,Yael Falcón,Match Report,,20,8,,0,0,2024,Al Hilal
2023-08-24,21:00,Pro League,Matchweek 3,Thu,Away,W,4.0,0.0,Al-Raed,60.0,20630.0,Salem Al-Dawsari,4-2-3-1,César Arturo Ramos,Match Report,,20,10,,1,1,2024,Al Hilal
2023-08-28,21:00,Pro League,Matchweek 4,Mon,Home,W,2.0,0.0,Al-Ettifaq,64.0,13656.0,Salem Al-Dawsari,4-2-3-1,Ramon Abatti,Match Report,,21,6,,0,0,2024,Al Hilal
2023-09-01,21:00,Pro League,Matchweek 5,Fri,Away,W,4.0,3.0,Al-Ittihad,56.0,23742.0,Salem Al-Dawsari,4-2-3-1,Mario Escobar,Match Report,,14,7,,1,1,2024,Al Hilal
2023-09-15,21:00,Pro League,Matchweek 6,Fri,Home,W,6.0,1.0,Al-Riyadh SC,67.0,15373.0,Salem Al-Dawsari,4-2-3-1,Tamás Bognár,Match Report,,31,12,,2,2,2024,Al Hilal
2023-09-21,18:00,Pro League,Matchweek 7,Thu,Away,D,1.0,1.0,Damac,55.0,11072.0,Salem Al-Dawsari,4-2-3-1,István Kovács,Match Report,,10,2,,0,0,2024,Al Hilal
2023-09-29,21:00,Pro League,Matchweek 8,Fri,Home,W,2.0,0.0,Al-Shabab,49.0,,Salem Al-Dawsari,4-2-3-1,Iván Barton,Match Report,,23,8,,0,1,2024,Al Hilal
2023-10-07,18:00,Pro League,Matchweek 9,Sat,Away,W,3.0,0.0,Al Okhdood SC,73.0,,Salem Al-Dawsari,4-2-3-1,Halil Umut Meler,Match Report,,22,10,,0,1,2024,Al Hilal
2023-10-20,21:00,Pro League,Matchweek 10,Fri,Home,W,1.0,0.0,Al-Khaleej,66.0,,Salem Al-Dawsari,4-2-3-1,Darío Herrera,Match Report,,20,6,,0,0,2024,Al Hilal
2023-10-27,21:00,Pro League,Matchweek 11,Fri,Home,W,3.0,1.0,Al-Ahli,50.0,50986.0,Salem Al-Dawsari,4-2-3-1,Yael Falcón,Match Report,,12,5,,0,1,2024,Al Hilal
2023-11-03,18:00,Pro League,Matchweek 12,Fri,Away,W,2.0,0.0,Al-Fateh,48.0,,Salem Al-Dawsari,4-2-3-1,Said Martínez,Match Report,,12,7,,1,1,2024,Al Hilal
2023-11-10,18:00,Pro League,Matchweek 13,Fri,Home,W,2.0,0.0,Al-Taawoun,64.0,,Salem Al-Dawsari,4-2-3-1,Iván Barton,Match Report,,14,5,,0,0,2024,Al Hilal
2023-11-25,18:00,Pro League,Matchweek 14,Sat,Away,W,9.0,0.0,Al-Hazem,69.0,,Mohammed Al-Breik,4-2-3-1,Fabio Maresca,Match Report,,23,15,,0,0,2024,Al Hilal
2023-12-01,21:00,Pro League,Matchweek 15,Fri,Home,W,3.0,0.0,Al-Nassr,36.0,,Salem Al-Dawsari,4-2-3-1,Wilmar Roldán,Match Report,,17,6,,0,0,2024,Al Hilal
2023-12-08,18:00,Pro League,Matchweek 16,Fri,Away,W,2.0,1.0,Al-Ta'ee,66.0,,Salman Al-Faraj,4-2-3-1,Alexis Herrera,Match Report,,14,5,,1,1,2024,Al Hilal
2023-12-15,18:00,Pro League,Matchweek 17,Fri,Home,W,2.0,0.0,Al-Wehda,71.0,,Salem Al-Dawsari,4-2-3-1,Ismail Elfath,Match Report,,18,7,,0,0,2024,Al Hilal
2023-12-21,21:00,Pro League,Matchweek 18,Thu,Home,W,7.0,0.0,Abha,66.0,,Salem Al-Dawsari,4-2-3-1,Bastian Dankert,Match Report,,21,9,,1,1,2024,Al Hilal
2023-12-29,18:00,Pro League,Matchweek 19,Fri,Away,W,2.0,0.0,Al-Fayha,73.0,,Salem Al-Dawsari,4-2-3-1,Mario Escobar,Match Report,,14,6,,1,1,2024,Al Hilal
2024-02-18,17:00,Pro League,Matchweek 20,Sun,Home,W,3.0,1.0,Al-Raed,74.0,,Salem Al-Dawsari,4-2-3-1,Andris Treimanis,Match Report,,17,6,,1,1,2024,Al Hilal
2024-02-26,17:00,Pro League,Matchweek 21,Mon,Away,W,2.0,0.0,Al-Ettifaq,61.0,,Salman Al-Faraj,4-2-3-1,Fabio Maresca,Match Report,,10,5,,0,0,2024,Al Hilal
2024-03-01,20:00,Pro League,Matchweek 22,Fri,Home,W,3.0,1.0,Al-Ittihad,67.0,,Salem Al-Dawsari,4-2-3-1,Iván Barton,Match Report,,16,9,,0,0,2024,Al Hilal
2024-03-08,17:00,Pro League,Matchweek 23,Fri,Away,W,3.0,1.0,Al-Riyadh SC,76.0,,Salman Al-Faraj,4-2-3-1,Wilton Pereira Sampaio,Match Report,,23,10,,2,3,2024,Al Hilal
2024-03-16,22:00,Pro League,Matchweek 24,Sat,Home,W,2.0,1.0,Damac,64.0,,Salem Al-Dawsari,4-2-3-1,Adonai Escobedo,Match Report,,18,7,,0,0,2024,Al Hilal
2024-03-30,22:00,Pro League,Matchweek 25,Sat,Away,W,4.0,3.0,Al-Shabab,57.0,,Salem Al-Dawsari,4-2-3-1,Mario Escobar,Match Report,,13,7,,1,1,2024,Al Hilal
2024-04-02,22:00,Pro League,Matchweek 26,Tue,Home,W,3.0,0.0,Al Okhdood SC,73.0,,Salem Al-Dawsari,4-2-3-1,Bastian Dankert,Match Report,,14,9,,0,0,2024,Al Hilal
2024-04-05,22:00,Pro League,Matchweek 27,Fri,Away,W,4.0,1.0,Al-Khaleej,64.0,,Salem Al-Dawsari,4-2-3-1,Harm Osmers,Match Report,,22,7,,1,1,2024,Al Hilal
2024-04-26,18:00,Pro League,Matchweek 29,Fri,Home,W,3.0,1.0,Al-Fateh,58.0,,Salman Al-Faraj,4-1-4-1,Tasos Sidiropoulos,Match Report,,19,6,,1,1,2024,Al Hilal
2024-05-03,18:00,Pro League,Matchweek 30,Fri,Away,W,3.0,0.0,Al-Taawoun,59.0,,Mohammed Al-Breik,4-2-3-1,Sascha Stegemann,Match Report,,11,5,,0,0,2024,Al Hilal
2024-05-06,21:00,Pro League,Matchweek 28,Mon,Away,W,2.0,1.0,Al-Ahli,53.0,,Ali Al-Bulaihi,3-4-3,Ricardo de Burgos,Match Report,,18,5,,0,0,2024,Al Hilal
2024-05-11,18:00,Pro League,Matchweek 31,Sat,Home,W,4.0,1.0,Al-Hazem,72.0,,Yasser Al-Shahrani,4-2-3-1,Urs Schnyder,Match Report,,13,6,,1,1,2024,Al Hilal
2024-05-17,21:00,Pro League,Matchweek 32,Fri,Away,D,1.0,1.0,Al-Nassr,65.0,20368.0,Mohammed Al-Breik,4-2-3-1,José Sánchez,Match Report,,15,3,,1,1,2024,Al Hilal
2023-08-14,21:00,Pro League,Matchweek 1,Mon,Away,L,1.0,2.0,Al-Ettifaq,59.0,13930.0,Sadio Mané,4-1-4-1,Mohammed Khaled Al Hoish,Match Report,,10,2,,0,0,2024,Al Nassr
2023-08-18,21:00,Pro League,Matchweek 2,Fri,Home,L,0.0,2.0,Al-Taawoun,61.0,20096.0,Cristiano Ronaldo,4-1-4-1,Khalid Saleh Al Turais,Match Report,,24,5,,0,0,2024,Al Nassr
2023-08-25,21:00,Pro League,Matchweek 3,Fri,Away,W,5.0,0.0,Al-Fateh,68.0,13544.0,Cristiano Ronaldo,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,24,7,,0,0,2024,Al Nassr
2023-08-29,21:00,Pro League,Matchweek 4,Tue,Home,W,4.0,0.0,Al-Shabab,55.0,21383.0,Cristiano Ronaldo,4-2-3-1,Ismail Elfath,Match Report,,16,10,,2,3,2024,Al Nassr
2023-09-02,21:00,Pro League,Matchweek 5,Sat,Away,W,5.0,1.0,Al-Hazem,69.0,12297.0,Cristiano Ronaldo,4-2-3-1,Darío Herrera,Match Report,,19,10,,0,0,2024,Al Nassr
2023-09-16,18:00,Pro League,Matchweek 6,Sat,Away,W,3.0,1.0,Al-Raed,63.0,19710.0,Cristiano Ronaldo,4-2-3-1,Wilmar Roldán,Match Report,,16,7,,0,0,2024,Al Nassr
2023-09-22,21:00,Pro League,Matchweek 7,Fri,Home,W,4.0,3.0,Al-Ahli,60.0,23524.0,Cristiano Ronaldo,4-2-3-1,Anderson Daronco,Match Report,,14,7,,0,0,2024,Al Nassr
2023-09-29,18:00,Pro League,Matchweek 8,Fri,Away,W,2.0,1.0,Al-Ta'ee,58.0,10898.0,Cristiano Ronaldo,4-2-3-1,Matt Conger,Match Report,,19,6,,1,1,2024,Al Nassr
2023-10-06,18:00,Pro League,Matchweek 9,Fri,Home,D,2.0,2.0,Abha,60.0,,Cristiano Ronaldo,4-2-3-1,Mario Escobar,Match Report,,25,6,,0,0,2024,Al Nassr
2023-10-21,18:00,Pro League,Matchweek 10,Sat,Home,W,2.0,1.0,Damac,59.0,,Cristiano Ronaldo,4-2-3-1,Said Martínez,Match Report,,12,2,,0,0,2024,Al Nassr
2023-10-28,18:00,Pro League,Matchweek 11,Sat,Away,W,3.0,1.0,Al-Fayha,63.0,5400.0,Cristiano Ronaldo,4-2-3-1,Tasos Sidiropoulos,Match Report,,19,7,,0,0,2024,Al Nassr
2023-11-04,21:00,Pro League,Matchweek 12,Sat,Home,W,2.0,0.0,Al-Khaleej,71.0,,Cristiano Ronaldo,4-2-3-1,Guillermo Guerrero,Match Report,,8,4,,0,0,2024,Al Nassr
2023-11-11,21:00,Pro League,Matchweek 13,Sat,Away,W,3.0,1.0,Al-Wehda,60.0,,Cristiano Ronaldo,4-2-3-1,Fernando Guerrero,Match Report,,15,9,,0,0,2024,Al Nassr
2023-11-24,21:00,Pro League,Matchweek 14,Fri,Home,W,3.0,0.0,Al Okhdood SC,70.0,,Cristiano Ronaldo,4-2-3-1,Faisal Suleiman Al Balawi,Match Report,,17,7,,0,0,2024,Al Nassr
2023-12-01,21:00,Pro League,Matchweek 15,Fri,Away,L,0.0,3.0,Al-Hilal,64.0,,Cristiano Ronaldo,4-2-3-1,Wilmar Roldán,Match Report,,13,3,,0,0,2024,Al Nassr
2023-12-08,21:00,Pro League,Matchweek 16,Fri,Home,W,4.0,1.0,Al-Riyadh SC,67.0,,Cristiano Ronaldo,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,22,8,,0,0,2024,Al Nassr
2023-12-22,18:00,Pro League,Matchweek 18,Fri,Home,W,3.0,1.0,Al-Ettifaq,66.0,,Cristiano Ronaldo,4-2-3-1,Khalid Saleh Al Turais,Match Report,,20,11,,1,1,2024,Al Nassr
2023-12-26,21:00,Pro League,Matchweek 17,Tue,Away,W,5.0,2.0,Al-Ittihad,60.0,,Cristiano Ronaldo,4-2-3-1,Tasos Sidiropoulos,Match Report,,16,8,,2,2,2024,Al Nassr
2023-12-30,21:00,Pro League,Matchweek 19,Sat,Away,W,4.0,1.0,Al-Taawoun,55.0,,Cristiano Ronaldo,4-2-3-1,Mohammed Khaled Al Hoish,Match Report,,20,6,,0,0,2024,Al Nassr
2024-02-17,20:00,Pro League,Matchweek 20,Sat,Home,W,2.0,1.0,Al-Fateh,66.0,,Cristiano Ronaldo,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,24,9,,0,0,2024,Al Nassr
2024-02-25,20:00,Pro League,Matchweek 21,Sun,Away,W,3.0,2.0,Al-Shabab,46.0,,Cristiano Ronaldo,4-2-3-1,Tamás Bognár,Match Report,,12,6,,1,1,2024,Al Nassr
2024-02-29,20:00,Pro League,Matchweek 22,Thu,Home,D,4.0,4.0,Al-Hazem,69.0,,Waleed Abdullah,4-2-3-1,Shukri Hussein Al Hunfush,Match Report,,26,9,,2,2,2024,Al Nassr
2024-03-07,20:00,Pro League,Matchweek 23,Thu,Home,L,1.0,3.0,Al-Raed,72.0,,Cristiano Ronaldo,4-2-3-1,Abdullah Khaled Al Kharboush,Match Report,,16,3,,0,0,2024,Al Nassr
2024-03-15,22:00,Pro League,Matchweek 24,Fri,Away,W,1.0,0.0,Al-Ahli,60.0,,Cristiano Ronaldo,4-2-3-1,Facundo Tello,Match Report,,4,1,,1,1,2024,Al Nassr
2024-03-30,22:00,Pro League,Matchweek 25,Sat,Home,W,5.0,1.0,Al-Ta'ee,69.0,,Cristiano Ronaldo,4-2-3-1,Abdullah Saleh Al Harbi,Match Report,,21,9,,0,0,2024,Al Nassr
2024-04-02,22:00,Pro League,Matchweek 26,Tue,Away,W,8.0,0.0,Abha,67.0,,Cristiano Ronaldo,4-2-3-1,Ahmed Mohammed Al Rumaikhani,Match Report,,20,13,,0,0,2024,Al Nassr
2024-04-05,22:00,Pro League,Matchweek 27,Fri,Away,W,1.0,0.0,Damac,65.0,,Sami Al-Najei,4-2-3-1,Abdulsamad Ali Bakri,Match Report,,12,3,,0,0,2024,Al Nassr
2024-04-19,18:00,Pro League,Matchweek 28,Fri,Home,W,3.0,1.0,Al-Fayha,64.0,,Sultan Al-Ghanam,3-4-3,Mohammed Saif Al Harbi,Match Report,,28,12,,0,1,2024,Al Nassr
2024-04-27,21:00,Pro League,Matchweek 29,Sat,Away,W,1.0,0.0,Al-Khaleej,57.0,,Cristiano Ronaldo,3-4-3,Abdullah Khaled Al Kharboush,Match Report,,8,4,,0,0,2024,Al Nassr
2024-05-04,21:00,Pro League,Matchweek 30,Sat,Home,W,6.0,0.0,Al-Wehda,65.0,,Cristiano Ronaldo,4-2-3-1,Sultan Sanat Al Harbi,Match Report,,14,7,,0,0,2024,Al Nassr
2024-05-09,21:00,Pro League,Matchweek 31,Thu,Away,W,3.0,2.0,Al Okhdood SC,69.0,,Cristiano Ronaldo,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,9,4,,0,0,2024,Al Nassr
2024-05-17,21:00,Pro League,Matchweek 32,Fri,Home,D,1.0,1.0,Al-Hilal,35.0,20368.0,Cristiano Ronaldo,4-1-4-1,José Sánchez,Match Report,,9,3,,0,0,2024,Al Nassr
2023-08-11,21:00,Pro League,Matchweek 1,Fri,Home,W,3.0,1.0,Al-Hazem,59.0,24006.0,Roberto Firmino,4-2-3-1,Khalid Saleh Al Turais,Match Report,,15,7,,0,0,2024,Al Ahli
2023-08-17,21:00,Pro League,Matchweek 2,Thu,Away,W,3.0,1.0,Al-Khaleej,52.0,14550.0,Franck Kessié,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,9,4,,0,0,2024,Al Ahli
2023-08-24,21:00,Pro League,Matchweek 3,Thu,Home,W,1.0,0.0,Al Okhdood SC,67.0,23100.0,Roberto Firmino,4-1-4-1,Mohammed Khaled Al Hoish,Match Report,,14,1,,0,0,2024,Al Ahli
2023-08-29,21:00,Pro League,Matchweek 4,Tue,Home,W,2.0,0.0,Al-Ta'ee,60.0,21530.0,Roberto Firmino,4-2-3-1,Fedayi San,Match Report,,23,9,,0,0,2024,Al Ahli
2023-09-02,21:00,Pro League,Matchweek 5,Sat,Away,L,1.0,5.0,Al-Fateh,62.0,11715.0,Roberto Firmino,4-2-3-1,Fabio Verssimo,Match Report,,15,8,,0,0,2024,Al Ahli
2023-09-16,21:00,Pro League,Matchweek 6,Sat,Home,W,3.0,2.0,Al-Taawoun,45.0,16175.0,Roberto Firmino,4-2-3-1,Andrés Matonte,Match Report,,10,5,,0,0,2024,Al Ahli
2023-09-22,21:00,Pro League,Matchweek 7,Fri,Away,L,3.0,4.0,Al-Nassr,40.0,23524.0,Roberto Firmino,4-2-3-1,Anderson Daronco,Match Report,,18,8,,1,1,2024,Al Ahli
2023-09-30,21:00,Pro League,Matchweek 8,Sat,Home,D,0.0,0.0,Al-Ettifaq,49.0,14045.0,Roberto Firmino,4-2-3-1,Irfan Peljto,Match Report,,15,3,,0,0,2024,Al Ahli
2023-10-06,21:00,Pro League,Matchweek 9,Fri,Away,W,1.0,0.0,Al-Ittihad,38.0,,Roberto Firmino,4-1-4-1,Danny Makkelie,Match Report,,5,2,,0,0,2024,Al Ahli
2023-10-21,21:00,Pro League,Matchweek 10,Sat,Home,W,3.0,1.0,Al-Wehda,57.0,,Roberto Firmino,4-2-3-1,Jesús Valenzuela,Match Report,,17,7,,0,0,2024,Al Ahli
2023-10-27,21:00,Pro League,Matchweek 11,Fri,Away,L,1.0,3.0,Al-Hilal,50.0,50986.0,Roberto Firmino,4-2-3-1,Yael Falcón,Match Report,,12,3,,0,0,2024,Al Ahli
2023-11-05,21:00,Pro League,Matchweek 12,Sun,Home,W,3.0,0.0,Al-Riyadh SC,60.0,,Franck Kessié,4-2-3-1,Ramon Abatti,Match Report,,11,8,,0,0,2024,Al Ahli
2023-11-09,21:00,Pro League,Matchweek 13,Thu,Away,D,2.0,2.0,Damac,51.0,,Franck Kessié,4-2-3-1,Leandro Rey Hilfer,Match Report,,9,6,,0,0,2024,Al Ahli
2023-11-25,21:00,Pro League,Matchweek 14,Sat,Home,D,0.0,0.0,Al-Shabab,52.0,,Franck Kessié,4-2-3-1,Mario Escobar,Match Report,,17,7,,0,0,2024,Al Ahli
2023-11-30,18:00,Pro League,Matchweek 15,Thu,Away,W,6.0,0.0,Abha,56.0,,Franck Kessié,4-2-3-1,Sergey Karasev,Match Report,,16,10,,0,0,2024,Al Ahli
2023-12-09,18:00,Pro League,Matchweek 16,Sat,Home,D,0.0,0.0,Al-Raed,71.0,,Franck Kessié,4-2-3-1,Kirill Levnikov,Match Report,,22,4,,0,0,2024,Al Ahli
2023-12-14,21:00,Pro League,Matchweek 17,Thu,Away,W,4.0,0.0,Al-Fayha,57.0,,Franck Kessié,4-2-3-1,Guillermo Guerrero,Match Report,,16,8,,1,1,2024,Al Ahli
2023-12-22,18:00,Pro League,Matchweek 18,Fri,Away,W,4.0,0.0,Al-Hazem,60.0,,Franck Kessié,4-2-3-1,Juan Gabriel Benítez,Match Report,,19,12,,0,0,2024,Al Ahli
2023-12-29,21:00,Pro League,Matchweek 19,Fri,Home,W,1.0,0.0,Al-Khaleej,60.0,,Franck Kessié,4-2-3-1,István Kovács,Match Report,,15,6,,1,1,2024,Al Ahli
2024-02-16,20:00,Pro League,Matchweek 20,Fri,Away,L,2.0,3.0,Al Okhdood SC,71.0,,Roberto Firmino,4-2-3-1,Kirill Levnikov,Match Report,,14,6,,1,1,2024,Al Ahli
2024-02-24,17:00,Pro League,Matchweek 21,Sat,Away,W,4.0,1.0,Al-Ta'ee,56.0,,Roberto Firmino,4-2-3-1,Mohammed Al Hakim,Match Report,,20,8,,0,0,2024,Al Ahli
2024-03-02,20:00,Pro League,Matchweek 22,Sat,Home,D,1.0,1.0,Al-Fateh,49.0,,Roberto Firmino,4-2-3-1,Majed Mohammed Al Shamrani,Match Report,,12,3,,0,0,2024,Al Ahli
2024-03-09,20:00,Pro League,Matchweek 23,Sat,Away,W,1.0,0.0,Al-Taawoun,51.0,,Roberto Firmino,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,6,1,,0,0,2024,Al Ahli
2024-03-15,22:00,Pro League,Matchweek 24,Fri,Home,L,0.0,1.0,Al-Nassr,40.0,,Roberto Firmino,4-2-3-1,Facundo Tello,Match Report,,10,3,,0,0,2024,Al Ahli
2024-03-29,22:00,Pro League,Matchweek 25,Fri,Away,D,2.0,2.0,Al-Ettifaq,55.0,,Roberto Firmino,4-2-3-1,Faisal Suleiman Al Balawi,Match Report,,15,4,,0,0,2024,Al Ahli
2024-04-01,22:00,Pro League,Matchweek 26,Mon,Home,W,1.0,0.0,Al-Ittihad,54.0,,Roberto Firmino,4-2-3-1,Rade Obrenović,Match Report,,8,2,,0,0,2024,Al Ahli
2024-04-05,22:00,Pro League,Matchweek 27,Fri,Away,D,1.0,1.0,Al-Wehda,73.0,,Roberto Firmino,4-1-4-1,Mohammed Khaled Al Hoish,Match Report,,22,11,,0,0,2024,Al Ahli
2024-04-25,21:00,Pro League,Matchweek 29,Thu,Away,L,1.0,2.0,Al-Riyadh SC,67.0,,Roberto Firmino,4-2-3-1,Sami Ahmed Al Jurays,Match Report,,17,6,,0,0,2024,Al Ahli
2024-05-02,21:00,Pro League,Matchweek 30,Thu,Home,W,4.0,1.0,Damac,54.0,,Roberto Firmino,4-2-3-1,Abdullah Fahad Al Owaidan,Match Report,,10,5,,1,1,2024,Al Ahli
2024-05-06,21:00,Pro League,Matchweek 28,Mon,Home,L,1.0,2.0,Al-Hilal,47.0,,Roberto Firmino,4-2-3-1,Ricardo de Burgos,Match Report,,13,3,,0,0,2024,Al Ahli
2024-05-11,21:00,Pro League,Matchweek 31,Sat,Away,W,2.0,1.0,Al-Shabab,55.0,,Roberto Firmino,4-2-3-1,Sergey Karasev,Match Report,,7,3,,0,0,2024,Al Ahli
2024-05-18,21:00,Pro League,Matchweek 32,Sat,Home,W,5.0,1.0,Abha,76.0,,Roberto Firmino,4-2-3-1,Tamás Bognár,Match Report,,25,12,,0,0,2024,Al Ahli
2023-08-13,21:00,Pro League,Matchweek 1,Sun,Away,D,1.0,1.0,Al-Fateh,52.0,5242.0,Hassan Kadesh,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,20,7,,0,0,2024,Al Taawoun
2023-08-18,21:00,Pro League,Matchweek 2,Fri,Away,W,2.0,0.0,Al-Nassr,39.0,20096.0,Hassan Kadesh,3-5-2,Khalid Saleh Al Turais,Match Report,,8,6,,0,0,2024,Al Taawoun
2023-08-25,21:00,Pro League,Matchweek 3,Fri,Home,W,1.0,0.0,Abha,64.0,4434.0,Hassan Kadesh,4-1-4-1,Abdullah Khaled Al Kharboush,Match Report,,19,6,,0,0,2024,Al Taawoun
2023-08-29,18:00,Pro League,Matchweek 4,Tue,Away,W,1.0,0.0,Al Okhdood SC,63.0,1520.0,Hassan Kadesh,4-1-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,17,6,,0,1,2024,Al Taawoun
2023-09-02,21:00,Pro League,Matchweek 5,Sat,Home,W,4.0,1.0,Al-Wehda,62.0,4197.0,Aschraf El Mahdioui,4-1-4-1,Abdullah Dhafer Al Shehri,Match Report,,14,6,,0,0,2024,Al Taawoun
2023-09-16,21:00,Pro League,Matchweek 6,Sat,Away,L,2.0,3.0,Al-Ahli,55.0,16175.0,Aschraf El Mahdioui,4-1-4-1,Andrés Matonte,Match Report,,12,5,,0,0,2024,Al Taawoun
2023-09-21,18:00,Pro League,Matchweek 7,Thu,Home,W,2.0,1.0,Al-Raed,41.0,8079.0,Awn Al Saluli,3-4-3,Mohammed Khaled Al Hoish,Match Report,,13,5,,0,0,2024,Al Taawoun
2023-09-29,18:00,Pro League,Matchweek 8,Fri,Away,W,3.0,1.0,Al-Hazem,63.0,959.0,Aschraf El Mahdioui,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,18,11,,0,0,2024,Al Taawoun
2023-10-05,18:00,Pro League,Matchweek 9,Thu,Home,W,3.0,0.0,Al-Ta'ee,49.0,,Aschraf El Mahdioui,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,15,7,,0,0,2024,Al Taawoun
2023-10-20,18:00,Pro League,Matchweek 10,Fri,Home,D,1.0,1.0,Al-Ittihad,49.0,9487.0,Aschraf El Mahdioui,4-1-4-1,Georgi Kabakov,Match Report,,15,3,,0,0,2024,Al Taawoun
2023-10-26,18:00,Pro League,Matchweek 11,Thu,Away,D,1.0,1.0,Al-Khaleej,57.0,,Aschraf El Mahdioui,4-1-4-1,Mamdouh Mufreh Al Shahdan,Match Report,,16,4,,0,0,2024,Al Taawoun
2023-11-05,18:00,Pro League,Matchweek 12,Sun,Home,D,0.0,0.0,Damac,64.0,,Aschraf El Mahdioui,4-1-4-1,Abdulsamad Ali Bakri,Match Report,,17,4,,0,0,2024,Al Taawoun
2023-11-10,18:00,Pro League,Matchweek 13,Fri,Away,L,0.0,2.0,Al-Hilal,36.0,,Aschraf El Mahdioui,5-3-2,Iván Barton,Match Report,,8,2,,0,0,2024,Al Taawoun
2023-11-24,18:00,Pro League,Matchweek 14,Fri,Home,L,1.0,2.0,Al-Riyadh SC,53.0,,Aschraf El Mahdioui,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,22,6,,0,1,2024,Al Taawoun
2023-12-02,21:00,Pro League,Matchweek 15,Sat,Away,W,2.0,1.0,Al-Shabab,52.0,,Aschraf El Mahdioui,4-1-4-1,Tasos Sidiropoulos,Match Report,,19,4,,0,0,2024,Al Taawoun
2023-12-08,18:00,Pro League,Matchweek 16,Fri,Home,W,4.0,1.0,Al-Fayha,63.0,,Aschraf El Mahdioui,4-1-4-1,Sami Ahmed Al Jurays,Match Report,,11,9,,1,1,2024,Al Taawoun
2023-12-16,21:00,Pro League,Matchweek 17,Sat,Away,W,2.0,0.0,Al-Ettifaq,58.0,,Aschraf El Mahdioui,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,11,5,,1,1,2024,Al Taawoun
2023-12-23,18:00,Pro League,Matchweek 18,Sat,Home,L,1.0,3.0,Al-Fateh,67.0,,Aschraf El Mahdioui,4-1-4-1,Abdullah Dhafer Al Shehri,Match Report,,21,7,,0,1,2024,Al Taawoun
2023-12-30,21:00,Pro League,Matchweek 19,Sat,Home,L,1.0,4.0,Al-Nassr,45.0,,Aschraf El Mahdioui,4-1-4-1,Mohammed Khaled Al Hoish,Match Report,,13,8,,0,0,2024,Al Taawoun
2024-02-15,17:00,Pro League,Matchweek 20,Thu,Away,D,1.0,1.0,Abha,62.0,,Aschraf El Mahdioui,4-2-2-2,Faisal Suleiman Al Balawi,Match Report,,16,5,,0,0,2024,Al Taawoun
2024-02-23,17:00,Pro League,Matchweek 21,Fri,Home,W,3.0,1.0,Al Okhdood SC,61.0,,Aschraf El Mahdioui,4-1-4-1,Sebastían Zunino,Match Report,,12,7,,0,0,2024,Al Taawoun
2024-02-29,17:00,Pro League,Matchweek 22,Thu,Away,D,3.0,3.0,Al-Wehda,59.0,,Aschraf El Mahdioui,4-1-4-1,Freeh Khalifa Al Jaloud,Match Report,,17,9,,0,0,2024,Al Taawoun
2024-03-09,20:00,Pro League,Matchweek 23,Sat,Home,L,0.0,1.0,Al-Ahli,49.0,,Aschraf El Mahdioui,5-4-1,Sami Ahmed Al Jurays,Match Report,,14,2,,0,0,2024,Al Taawoun
2024-03-16,22:00,Pro League,Matchweek 24,Sat,Away,D,0.0,0.0,Al-Raed,66.0,,Aschraf El Mahdioui,4-1-4-1,Faisal Suleiman Al Balawi,Match Report,,14,2,,0,0,2024,Al Taawoun
2024-03-29,22:00,Pro League,Matchweek 25,Fri,Home,W,4.0,0.0,Al-Hazem,59.0,,Aschraf El Mahdioui,4-2-3-1,Abdulsamad Ali Bakri,Match Report,,22,8,,0,0,2024,Al Taawoun
2024-04-02,22:00,Pro League,Matchweek 26,Tue,Away,W,3.0,2.0,Al-Ta'ee,61.0,,Aschraf El Mahdioui,4-2-3-1,Abdullah Khaled Al Kharboush,Match Report,,28,8,,0,0,2024,Al Taawoun
2024-04-05,22:00,Pro League,Matchweek 27,Fri,Away,D,0.0,0.0,Al-Ittihad,49.0,,Aschraf El Mahdioui,4-2-3-1,César Soto,Match Report,,6,2,,0,0,2024,Al Taawoun
2024-04-18,18:00,Pro League,Matchweek 28,Thu,Home,D,1.0,1.0,Al-Khaleej,50.0,,Aschraf El Mahdioui,4-2-3-1,Raed Ali Al Zahrani,Match Report,,9,4,,0,0,2024,Al Taawoun
2024-04-26,18:00,Pro League,Matchweek 29,Fri,Away,W,1.0,0.0,Damac,47.0,,Aschraf El Mahdioui,4-1-4-1,Shukri Hussein Al Hunfush,Match Report,,5,3,,0,0,2024,Al Taawoun
